module,normal_time,skipkernel_time
Mathlib.Analysis.Fourier.BoundedContinuousFunctionChar,0m3.863s,0m3.884s
Mathlib.MeasureTheory.Covering.VitaliFamily,0m2.113s,0m2.141s
Mathlib.LinearAlgebra.Semisimple,0m9.024s,0m8.530s
Mathlib.Topology.ContinuousMap.Compact,0m4.497s,0m4.469s
Mathlib.MeasureTheory.Measure.QuasiMeasurePreserving,0m2.334s,0m2.322s
Mathlib.LinearAlgebra.CliffordAlgebra.SpinGroup,0m3.792s,0m4.063s
Mathlib.Topology.ContinuousMap.ZeroAtInfty,0m5.420s,0m5.622s
Mathlib.Analysis.Calculus.FDeriv.RestrictScalars,0m3.139s,0m3.388s
Mathlib.CategoryTheory.Sites.SheafCohomology.Basic,0m2.324s,0m2.344s
Mathlib.Algebra.Homology.DerivedCategory.Ext.TStructure,0m1.916s,0m1.934s
Mathlib.Geometry.RingedSpace.LocallyRingedSpace.HasColimits,0m3.436s,0m3.539s
Mathlib.Analysis.Calculus.FDeriv.Congr,0m3.449s,0m3.779s
Mathlib.Analysis.Calculus.FDeriv.Comp,0m3.936s,0m4.219s
Mathlib.Algebra.Homology.DerivedCategory.Ext.Linear,0m2.550s,0m2.762s
Mathlib.AlgebraicGeometry.Scheme,0m7.750s,0m7.883s
Mathlib.Analysis.SpecialFunctions.Complex.Circle,0m2.284s,0m2.421s
Mathlib.Analysis.SpecialFunctions.Complex.CircleMap,0m2.412s,0m2.517s
Mathlib.Algebra.Homology.DerivedCategory.Ext.ExtClass,0m3.048s,0m3.147s
Mathlib.RingTheory.RootsOfUnity.Complex,0m2.805s,0m2.947s
Mathlib.Analysis.NormedSpace.OperatorNorm.Completeness,0m1.808s,0m1.847s
Mathlib.Algebra.Category.ModuleCat.ExteriorPower,0m2.614s,0m2.840s
Mathlib.Analysis.SpecialFunctions.Pow.Complex,0m3.000s,0m3.148s
Mathlib.LinearAlgebra.ExteriorPower.Pairing,0m3.167s,0m3.390s
Mathlib.Analysis.Complex.OperatorNorm,0m2.214s,0m2.440s
Mathlib.RingTheory.Flat.FaithfullyFlat.Descent,0m2.479s,0m2.735s
Mathlib.AlgebraicGeometry.EllipticCurve.Projective.Basic,0m4.234s,0m4.454s
Mathlib.AlgebraicGeometry.EllipticCurve.Jacobian.Basic,0m4.556s,0m4.983s
Mathlib.AlgebraicGeometry.EllipticCurve.Affine.Formula,0m4.651s,0m4.794s
Mathlib.Analysis.NormedSpace.OperatorNorm.NormedSpace,0m1.798s,0m1.934s
Mathlib.Analysis.Normed.Module.Completion,0m2.595s,0m2.619s
Mathlib.Analysis.Normed.Operator.BanachSteinhaus,0m2.124s,0m2.261s
Mathlib.Analysis.Normed.Affine.ContinuousAffineMap,0m3.534s,0m3.713s
Mathlib.RingTheory.KrullDimension.Polynomial,0m2.114s,0m2.479s
Mathlib.Analysis.NormedSpace.OperatorNorm.Prod,0m1.796s,0m1.830s
Mathlib.RingTheory.Flat.TorsionFree,0m2.486s,0m2.498s
Mathlib.RingTheory.Localization.AtPrime.Extension,0m2.402s,0m2.429s
Mathlib.RingTheory.Polynomial.IsIntegral,0m2.421s,0m2.543s
Mathlib.LinearAlgebra.RootSystem.Finite.Lemmas,0m15.905s,0m15.231s
Mathlib.Analysis.Normed.Operator.Mul,0m6.566s,0m6.643s
Mathlib.RingTheory.Polynomial.GaussLemma,0m2.427s,0m2.646s
Mathlib.RingTheory.Spectrum.Prime.LTSeries,0m2.412s,0m2.505s
Mathlib.RingTheory.Valuation.Minpoly,0m1.907s,0m1.997s
Mathlib.Analysis.Normed.Operator.Banach,0m9.281s,0m9.414s
Mathlib.Algebra.Module.DedekindDomain,0m2.063s,0m2.116s
Mathlib.RingTheory.DedekindDomain.PID,0m3.019s,0m3.206s
Mathlib.RingTheory.AlgebraicIndependent.RankAndCardinality,0m3.399s,0m3.541s
Mathlib.RingTheory.Smooth.Local,0m2.397s,0m2.631s
Mathlib.FieldTheory.Extension,0m5.352s,0m5.025s
Mathlib.FieldTheory.Relrank,0m5.036s,0m5.137s
Mathlib.RingTheory.Etale.Basic,0m2.516s,0m2.730s
Mathlib.RingTheory.FractionalIdeal.Extended,0m3.648s,0m3.735s
Mathlib.NumberTheory.DirichletCharacter.Bounds,0m1.987s,0m2.103s
Mathlib.RingTheory.ZMod.Torsion,0m1.919s,0m2.000s
Mathlib.RingTheory.Smooth.Pi,0m3.660s,0m3.526s
Mathlib.Condensed.Light.TopCatAdjunction,0m2.845s,0m2.904s
Mathlib.FieldTheory.Finite.Polynomial,0m2.296s,0m2.538s
Mathlib.RingTheory.ZMod.UnitsCyclic,0m3.163s,0m3.310s
Mathlib.NumberTheory.Wilson,0m1.963s,0m2.105s
Mathlib.NumberTheory.LegendreSymbol.QuadraticChar.Basic,0m2.395s,0m2.492s
Mathlib.NumberTheory.FermatPsp,0m2.836s,0m2.908s
Mathlib.LinearAlgebra.Matrix.Charpoly.FiniteField,0m2.079s,0m2.209s
Mathlib.NumberTheory.PowModTotient,0m1.888s,0m1.887s
Mathlib.NumberTheory.SumFourSquares,0m3.233s,0m3.251s
Mathlib.FieldTheory.ChevalleyWarning,0m2.633s,0m2.711s
Mathlib.GroupTheory.SpecificGroups.ZGroup,0m3.458s,0m3.520s
Mathlib.Condensed.Light.Explicit,0m2.210s,0m2.211s
Mathlib.Condensed.Light.Small,0m3.021s,0m3.237s
Mathlib.Condensed.Light.Limits,0m2.134s,0m2.147s
Mathlib.Condensed.Discrete.LocallyConstant,0m4.358s,0m3.709s
Mathlib.Condensed.Light.Monoidal,0m4.110s,0m4.043s
Mathlib.RingTheory.Spectrum.Prime.Chevalley,0m2.097s,0m2.103s
Mathlib.LinearAlgebra.Eigenspace.Semisimple,0m2.627s,0m2.634s
Mathlib.Topology.ContinuousMap.Weierstrass,0m2.549s,0m2.507s
Mathlib.LinearAlgebra.JordanChevalley,0m2.941s,0m3.032s
Mathlib.Topology.MetricSpace.Ultra.ContinuousMaps,0m1.904s,0m1.910s
Mathlib.Dynamics.BirkhoffSum.QuasiMeasurePreserving,0m1.799s,0m1.897s
Mathlib.MeasureTheory.Measure.Comap,0m2.205s,0m2.316s
Mathlib.Topology.MetricSpace.UniformConvergence,0m4.064s,0m4.328s
Mathlib.Analysis.Normed.Group.ZeroAtInfty,0m2.213s,0m2.300s
Mathlib.Topology.ContinuousMap.Ideals,0m5.332s,0m5.364s
Mathlib.Analysis.Normed.Module.Multilinear.Basic,0m21.816s,0m22.544s
Mathlib.Topology.ContinuousMap.ContinuousMapZero,0m6.389s,0m6.204s
Mathlib.AlgebraicGeometry.Modules.Presheaf,0m2.031s,0m2.102s
Mathlib.Analysis.CStarAlgebra.ContinuousMap,0m5.480s,0m5.421s
Mathlib.AlgebraicGeometry.Over,0m2.026s,0m2.212s
Mathlib.Analysis.Calculus.FDeriv.Const,0m3.521s,0m3.747s
Mathlib.Topology.Algebra.PontryaginDual,0m2.443s,0m2.630s
Mathlib.NumberTheory.MulChar.Lemmas,0m2.602s,0m2.724s
Mathlib.LinearAlgebra.QuadraticForm.Complex,0m2.840s,0m3.036s
Mathlib.Topology.ContinuousMap.CompactlySupported,0m7.606s,0m8.222s
Mathlib.AlgebraicGeometry.OpenImmersion,0m5.674s,0m5.965s
Mathlib.Analysis.SpecialFunctions.Trigonometric.Complex,0m3.085s,0m3.229s
Mathlib.Algebra.Homology.DerivedCategory.Ext.ExactSequences,0m5.492s,0m4.635s
Mathlib.Geometry.RingedSpace.PresheafedSpace.Gluing,0m8.884s,0m9.405s
Mathlib.Analysis.SpecialFunctions.Pow.Real,0m4.140s,0m4.340s
Mathlib.Analysis.BoxIntegral.Partition.Additive,0m2.517s,0m2.720s
Mathlib.Analysis.NormedSpace.OperatorNorm.Mul,0m1.804s,0m1.796s
Mathlib.RingTheory.KrullDimension.Regular,0m2.914s,0m3.022s
Mathlib.FieldTheory.Minpoly.IsIntegrallyClosed,0m3.606s,0m3.616s
Mathlib.AlgebraicGeometry.EllipticCurve.Jacobian.Formula,0m6.870s,0m7.271s
Mathlib.LinearAlgebra.RootSystem.Chain,0m6.341s,0m6.500s
Mathlib.Analysis.Normed.Algebra.Unitization,0m5.377s,0m5.611s
Mathlib.RingTheory.LocalProperties.Semilocal,0m2.529s,0m2.502s
Mathlib.Analysis.Normed.Module.Complemented,0m4.282s,0m4.351s
Mathlib.Algebra.Module.PID,0m4.648s,0m3.833s
Mathlib.FieldTheory.Minpoly.IsConjRoot,0m3.051s,0m3.111s
Mathlib.Analysis.Calculus.InverseFunctionTheorem.ApproximatesLinearOn,0m6.152s,0m6.214s
Mathlib.AlgebraicGeometry.EllipticCurve.Affine.Point,0m12.139s,0m12.608s
Mathlib.AlgebraicGeometry.EllipticCurve.Projective.Formula,0m16.385s,0m15.905s
Mathlib.FieldTheory.Normal.Basic,0m5.366s,0m5.458s
Mathlib.RingTheory.Smooth.StandardSmoothCotangent,0m3.962s,0m3.723s
Mathlib.RingTheory.Etale.Pi,0m1.932s,0m1.885s
Mathlib.Condensed.Light.Functors,0m2.077s,0m2.317s
Mathlib.FieldTheory.IsAlgClosed.Basic,0m7.167s,0m6.860s
Mathlib.RingTheory.DedekindDomain.Instances,0m11.287s,0m11.797s
Mathlib.RingTheory.WittVector.StructurePolynomial,0m2.825s,0m2.949s
Mathlib.Data.Nat.PowModTotient,0m1.795s,0m1.927s
Mathlib.NumberTheory.LegendreSymbol.Basic,0m2.201s,0m2.213s
Mathlib.Combinatorics.Additive.ErdosGinzburgZiv,0m2.833s,0m2.970s
Mathlib.Condensed.Light.Epi,0m2.662s,0m2.851s
Mathlib.RingTheory.Etale.StandardEtale,0m10.088s,0m9.995s
Mathlib.Analysis.Normed.Operator.CompleteCodomain,0m2.734s,0m2.881s
Mathlib.NumberTheory.Padics.MahlerBasis,0m4.020s,0m4.253s
Mathlib.Condensed.Discrete.Colimit,0m5.295s,0m5.629s
Mathlib.MeasureTheory.Measure.Restrict,0m4.370s,0m4.391s
Mathlib.Analysis.NormedSpace.Multilinear.Basic,0m1.816s,0m1.928s
Mathlib.Condensed.Discrete.Module,0m7.003s,0m6.927s
Mathlib.RingTheory.Polynomial.Resultant.Basic,0m17.250s,0m17.860s
Mathlib.Analysis.Normed.Module.PiTensorProduct.ProjectiveSeminorm,0m4.831s,0m4.943s
Mathlib.Topology.ContinuousMap.StarOrdered,0m2.949s,0m3.022s
Mathlib.AlgebraicGeometry.Modules.Sheaf,0m2.223s,0m2.364s
Mathlib.Analysis.Normed.Operator.BoundedLinearMaps,0m5.459s,0m5.694s
Mathlib.AlgebraicGeometry.Sites.MorphismProperty,0m2.310s,0m2.363s
Mathlib.Algebra.Homology.DerivedCategory.Ext.EnoughInjectives,0m2.241s,0m2.223s
Mathlib.Analysis.SpecialFunctions.Trigonometric.Arctan,0m4.347s,0m3.894s
Mathlib.Algebra.Homology.DerivedCategory.Ext.EnoughProjectives,0m2.621s,0m2.440s
Mathlib.Analysis.Normed.Module.Alternating.Basic,0m12.448s,0m12.620s
Mathlib.Topology.ContinuousMap.StoneWeierstrass,0m10.089s,0m9.894s
Mathlib.Analysis.Calculus.Deriv.Basic,0m7.205s,0m7.758s
Mathlib.RingTheory.Etale.Kaehler,0m21.187s,0m22.558s
Mathlib.NumberTheory.ClassNumber.AdmissibleCardPowDegree,0m2.627s,0m2.765s
Mathlib.Analysis.Convex.SpecificFunctions.Basic,0m2.415s,0m2.463s
Mathlib.Analysis.Normed.Unbundled.RingSeminorm,0m2.885s,0m3.173s
Mathlib.Analysis.SpecificLimits.FloorPow,0m4.364s,0m4.544s
Mathlib.Analysis.SpecialFunctions.Log.Monotone,0m2.157s,0m2.228s
Mathlib.RingTheory.Valuation.RankOne,0m2.229s,0m2.332s
Mathlib.Combinatorics.SimpleGraph.Regularity.Bound,0m3.767s,0m3.996s
Mathlib.Analysis.Normed.Module.Multilinear.Curry,0m14.383s,0m16.427s
Mathlib.Tactic.NormNum.Irrational,0m3.175s,0m3.414s
Mathlib.Analysis.SpecialFunctions.Log.Base,0m3.456s,0m3.674s
Mathlib.Analysis.SpecialFunctions.Log.RpowTendsto,0m3.754s,0m4.139s
Mathlib.RingTheory.RootsOfUnity.Minpoly,0m2.402s,0m2.561s
Mathlib.FieldTheory.Minpoly.ConjRootClass,0m2.307s,0m2.549s
Mathlib.GroupTheory.FiniteAbelian.Basic,0m2.627s,0m2.821s
Mathlib.Analysis.SpecialFunctions.Pow.NNReal,0m5.068s,0m5.144s
Mathlib.AlgebraicGeometry.EllipticCurve.Group,0m1.824s,0m1.927s
Mathlib.Analysis.AbsoluteValue.Equivalence,0m6.681s,0m6.340s
Mathlib.RingTheory.IsAdjoinRoot,0m5.108s,0m5.330s
Mathlib.Analysis.CStarAlgebra.Unitization,0m5.530s,0m6.085s
Mathlib.LinearAlgebra.RootSystem.Base,0m6.021s,0m6.442s
Mathlib.AlgebraicGeometry.EllipticCurve.Projective.Point,0m3.614s,0m3.924s
Mathlib.AlgebraicGeometry.EllipticCurve.Jacobian.Point,0m4.087s,0m4.460s
Mathlib.RingTheory.Nullstellensatz,0m2.814s,0m3.189s
Mathlib.AlgebraicGeometry.EllipticCurve.DivisionPolynomial.Basic,0m3.721s,0m3.974s
Mathlib.FieldTheory.IsAlgClosed.Classification,0m2.507s,0m2.847s
Mathlib.FieldTheory.Normal.Closure,0m4.040s,0m4.188s
Mathlib.LinearAlgebra.Matrix.Charpoly.Eigs,0m2.095s,0m2.332s
Mathlib.FieldTheory.IsAlgClosed.Spectrum,0m2.429s,0m2.669s
Mathlib.RingTheory.SimpleModule.IsAlgClosed,0m2.006s,0m2.146s
Mathlib.RingTheory.Extension.Cotangent.LocalizationAway,0m4.999s,0m5.445s
Mathlib.RingTheory.WittVector.Defs,0m2.487s,0m2.668s
Mathlib.NumberTheory.Zsqrtd.QuadraticReciprocity,0m2.307s,0m2.517s
Mathlib.Condensed.Light.AB,0m2.271s,0m2.537s
Mathlib.FieldTheory.IsAlgClosed.AlgebraicClosure,0m4.293s,0m4.569s
Mathlib.FieldTheory.PrimitiveElement,0m4.368s,0m4.545s
Mathlib.Analysis.NormedSpace.HahnBanach.SeparatingDual,0m1.994s,0m2.265s
Mathlib.NumberTheory.LegendreSymbol.GaussEisensteinLemmas,0m2.783s,0m3.045s
Mathlib.Condensed.Light.InternallyProjective,0m2.826s,0m2.986s
Mathlib.MeasureTheory.Measure.Typeclasses.NoAtoms,0m1.888s,0m2.012s
Mathlib.MeasureTheory.Measure.MutuallySingular,0m2.408s,0m2.611s
Mathlib.Analysis.NormedSpace.PiTensorProduct.ProjectiveSeminorm,0m1.818s,0m1.951s
Mathlib.LinearAlgebra.Matrix.Charpoly.Disc,0m1.928s,0m2.209s
Mathlib.NumberTheory.Padics.AddChar,0m3.406s,0m3.859s
Mathlib.MeasureTheory.Measure.Typeclasses.Finite,0m3.114s,0m3.266s
Mathlib.Topology.ContinuousMap.ContinuousSqrt,0m2.210s,0m2.469s
Mathlib.Condensed.Discrete.Characterization,0m4.699s,0m4.815s
Mathlib.Analysis.Calculus.FDeriv.Linear,0m2.488s,0m2.746s
Mathlib.Analysis.InnerProductSpace.Continuous,0m2.123s,0m2.320s
Mathlib.CategoryTheory.Abelian.Injective.Dimension,0m2.091s,0m2.362s
Mathlib.AlgebraicGeometry.Modules.Tilde,0m5.211s,0m5.483s
Mathlib.AlgebraicGeometry.Cover.MorphismProperty,0m3.249s,0m3.467s
Mathlib.CategoryTheory.Abelian.GrothendieckCategory.HasExt,0m1.894s,0m2.039s
Mathlib.Algebra.Category.ModuleCat.Ext.HasExt,0m1.786s,0m1.927s
Mathlib.Analysis.NormedSpace.Alternating.Basic,0m1.842s,0m1.949s
Mathlib.CategoryTheory.Abelian.Projective.Dimension,0m2.219s,0m2.348s
Mathlib.Analysis.Calculus.Deriv.Support,0m1.910s,0m2.038s
Mathlib.Topology.VectorBundle.Basic,0m7.029s,0m6.715s
Mathlib.RingTheory.Unramified.Locus,0m2.454s,0m2.682s
Mathlib.Analysis.Normed.Module.PiTensorProduct.InjectiveSeminorm,0m10.736s,0m11.868s
Mathlib.Analysis.Normed.Unbundled.SeminormFromBounded,0m2.384s,0m2.671s
Mathlib.Analysis.Normed.Unbundled.SeminormFromConst,0m2.725s,0m2.949s
Mathlib.RingTheory.Smooth.Locus,0m3.932s,0m4.428s
Mathlib.NumberTheory.Padics.ValuativeRel,0m2.095s,0m2.435s
Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Unital,0m9.669s,0m10.099s
Mathlib.Analysis.Normed.Unbundled.AlgebraNorm,0m2.819s,0m3.115s
Mathlib.RingTheory.Valuation.DiscreteValuativeRel,0m2.191s,0m2.377s
Mathlib.Topology.Algebra.Valued.NormedValued,0m2.845s,0m3.063s
Mathlib.Analysis.NormedSpace.Multilinear.Curry,0m1.798s,0m1.963s
Mathlib.Analysis.Calculus.Deriv.Comp,0m6.929s,0m7.400s
Mathlib.Analysis.Normed.Module.Alternating.Curry,0m3.045s,0m3.192s
Mathlib.GroupTheory.FiniteAbelian.Duality,0m2.226s,0m2.264s
Mathlib.MeasureTheory.Measure.Doubling,0m2.848s,0m2.585s
Mathlib.Analysis.Convex.SpecificFunctions.Pow,0m2.505s,0m2.378s
Mathlib.Computability.AkraBazzi.GrowsPolynomially,0m4.813s,0m5.142s
Mathlib.Analysis.MeanInequalitiesPow,0m3.424s,0m3.586s
Mathlib.Analysis.SpecialFunctions.Log.ENNRealLog,0m2.554s,0m2.651s
Mathlib.Analysis.MeanInequalities,0m4.073s,0m4.714s
Mathlib.Combinatorics.SimpleGraph.Regularity.Chunk,0m8.154s,0m8.659s
Mathlib.Analysis.SpecialFunctions.Pow.Asymptotics,0m2.646s,0m2.781s
Mathlib.Analysis.Calculus.FormalMultilinearSeries,0m8.659s,0m8.684s
Mathlib.RingTheory.Perfection,0m5.614s,0m6.074s
Mathlib.ModelTheory.Algebra.Ring.Definability,0m2.235s,0m2.435s
Mathlib.NumberTheory.KummerDedekind,0m5.046s,0m5.350s
Mathlib.FieldTheory.AlgebraicClosure,0m3.353s,0m3.521s
Mathlib.AlgebraicGeometry.EllipticCurve.DivisionPolynomial.Degree,0m3.876s,0m4.021s
Mathlib.LinearAlgebra.RootSystem.CartanMatrix,0m5.260s,0m5.625s
Mathlib.LinearAlgebra.Eigenspace.Triangularizable,0m4.762s,0m3.273s
Mathlib.RingTheory.Polynomial.UniversalFactorizationRing,0m29.025s,0m27.822s
Mathlib.RingTheory.CotangentLocalizationAway,0m1.906s,0m1.973s
Mathlib.CategoryTheory.Preadditive.Schur,0m2.495s,0m2.702s
Mathlib.ModelTheory.Algebra.Field.IsAlgClosed,0m2.293s,0m2.476s
Mathlib.NumberTheory.SumTwoSquares,0m2.928s,0m3.062s
Mathlib.RingTheory.WittVector.Basic,0m3.419s,0m3.484s
Mathlib.RingTheory.Nilpotent.GeometricallyReduced,0m3.042s,0m2.962s
Mathlib.FieldTheory.Isaacs,0m3.073s,0m3.063s
Mathlib.Analysis.CStarAlgebra.Multiplier,0m13.803s,0m14.674s
Mathlib.FieldTheory.Minpoly.MinpolyDiv,0m2.708s,0m2.857s
Mathlib.MeasureTheory.Topology,0m1.887s,0m1.943s
Mathlib.LinearAlgebra.RootSystem.Finite.G2,0m12.712s,0m13.083s
Mathlib.RingTheory.Norm.Basic,0m3.095s,0m3.198s
Mathlib.RingTheory.Extension.Cotangent.Basis,0m9.169s,0m9.545s
Mathlib.FieldTheory.Differential.Basic,0m3.534s,0m3.591s
Mathlib.MeasureTheory.Measure.Sub,0m2.114s,0m2.259s
Mathlib.MeasureTheory.Measure.Typeclasses.Probability,0m2.403s,0m2.579s
Mathlib.FieldTheory.SeparableDegree,0m9.981s,0m9.933s
Mathlib.MeasureTheory.Measure.Decomposition.Hahn,0m2.621s,0m2.791s
Mathlib.FieldTheory.Galois.Basic,0m7.922s,0m7.831s
Mathlib.MeasureTheory.Measure.Typeclasses.SFinite,0m2.798s,0m2.881s
Mathlib.Analysis.Calculus.Deriv.Linear,0m2.410s,0m2.595s
Mathlib.LinearAlgebra.Matrix.GeneralLinearGroup.FinTwo,0m4.725s,0m4.849s
Mathlib.Topology.VectorBundle.Constructions,0m3.649s,0m3.783s
Mathlib.AlgebraicGeometry.Cover.Open,0m4.760s,0m4.779s
Mathlib.RingTheory.RingHom.Unramified,0m3.070s,0m2.521s
Mathlib.Analysis.NormedSpace.PiTensorProduct.InjectiveSeminorm,0m2.137s,0m1.905s
Mathlib.Analysis.InnerProductSpace.LinearMap,0m6.568s,0m5.981s
Mathlib.RingTheory.RingHom.Smooth,0m2.427s,0m2.324s
Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Unitary,0m2.340s,0m2.256s
Mathlib.Analysis.Calculus.FDeriv.Equiv,0m8.346s,0m8.219s
Mathlib.Analysis.NormedSpace.Alternating.Curry,0m1.898s,0m1.926s
Mathlib.NumberTheory.MulChar.Duality,0m2.308s,0m2.335s
Mathlib.Topology.Algebra.Valued.LocallyCompact,0m5.050s,0m5.106s
Mathlib.Analysis.SpecialFunctions.Pow.NthRootLemmas,0m3.234s,0m3.313s
Mathlib.Analysis.Calculus.FDeriv.Add,0m12.145s,0m12.048s
Mathlib.Analysis.Calculus.FDeriv.Prod,0m12.583s,0m13.359s
Mathlib.Analysis.Normed.Module.Alternating.Uncurry.Fin,0m6.605s,0m7.243s
Mathlib.Topology.VectorBundle.Hom,0m13.308s,0m12.928s
Mathlib.Combinatorics.SimpleGraph.Regularity.Increment,0m3.519s,0m3.480s
Mathlib.Analysis.SpecialFunctions.Pow.Continuity,0m4.373s,0m4.130s
Mathlib.RingTheory.Perfectoid.Untilt,0m2.791s,0m2.747s
Mathlib.RingTheory.AlgebraicIndependent.AlgebraicClosure,0m3.507s,0m3.009s
Mathlib.FieldTheory.AxGrothendieck,0m2.756s,0m2.757s
Mathlib.LinearAlgebra.Eigenspace.Pi,0m3.737s,0m3.909s
Mathlib.Analysis.Normed.Lp.ProdLp,0m6.162s,0m7.063s
Mathlib.RepresentationTheory.FDRep,0m3.593s,0m3.697s
Mathlib.RingTheory.WittVector.Teichmuller,0m2.067s,0m2.104s
Mathlib.MeasureTheory.Constructions.Projective,0m2.318s,0m2.113s
Mathlib.RingTheory.WittVector.IsPoly,0m4.140s,0m4.174s
Mathlib.Probability.ConditionalProbability,0m2.832s,0m2.741s
Mathlib.Analysis.Analytic.ConvergenceRadius,0m9.187s,0m8.431s
Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.NonUnital,0m15.838s,0m15.584s
Mathlib.RingTheory.Ideal.Norm.AbsNorm,0m4.615s,0m4.469s
Mathlib.FieldTheory.Differential.Liouville,0m4.262s,0m3.927s
Mathlib.RingTheory.Norm.Transitivity,0m3.929s,0m3.620s
Mathlib.FieldTheory.Galois.NormalBasis,0m4.391s,0m4.075s
Mathlib.FieldTheory.IsSepClosed,0m3.245s,0m2.921s
Mathlib.MeasureTheory.Measure.Real,0m3.440s,0m2.633s
Mathlib.FieldTheory.PolynomialGaloisGroup,0m3.589s,0m3.495s
Mathlib.FieldTheory.KrullTopology,0m4.588s,0m4.139s
Mathlib.MeasureTheory.Measure.Typeclasses,0m1.831s,0m1.715s
Mathlib.MeasureTheory.Measure.Dirac,0m2.436s,0m2.301s
Mathlib.MeasureTheory.Measure.Trim,0m2.162s,0m1.903s
Mathlib.MeasureTheory.Measure.Decomposition.Exhaustion,0m2.312s,0m2.128s
Mathlib.FieldTheory.KummerExtension,0m6.630s,0m6.224s
Mathlib.LinearAlgebra.RootSystem.GeckConstruction.Lemmas,0m10.473s,0m9.860s
Mathlib.Analysis.InnerProductSpace.ConformalLinearMap,0m2.116s,0m2.113s
Mathlib.Topology.Instances.Matrix,0m3.251s,0m3.129s
Mathlib.RingTheory.RingHom.Etale,0m2.236s,0m2.188s
Mathlib.Analysis.InnerProductSpace.Completion,0m3.772s,0m3.563s
Mathlib.Analysis.Calculus.Deriv.Inverse,0m2.522s,0m2.501s
Mathlib.Analysis.InnerProductSpace.Orthonormal,0m4.182s,0m3.984s
Mathlib.Topology.Compactification.OnePoint.ProjectiveLine,0m4.803s,0m4.692s
Mathlib.FieldTheory.LinearDisjoint,0m11.730s,0m10.609s
Mathlib.NumberTheory.DirichletCharacter.Orthogonality,0m2.240s,0m2.215s
Mathlib.Analysis.Calculus.InverseFunctionTheorem.FDeriv,0m3.152s,0m3.023s
Mathlib.Analysis.Calculus.FDeriv.Star,0m3.491s,0m3.337s
Mathlib.NumberTheory.LocalField.Basic,0m2.860s,0m2.693s
Mathlib.Analysis.Calculus.FDeriv.Pi,0m2.310s,0m2.277s
Mathlib.Analysis.Calculus.Conformal.NormedSpace,0m2.226s,0m2.114s
Mathlib.Analysis.NormedSpace.Alternating.Uncurry.Fin,0m1.914s,0m1.805s
Mathlib.Analysis.Calculus.Deriv.Add,0m4.558s,0m4.448s
Mathlib.Combinatorics.SimpleGraph.Regularity.Lemma,0m2.560s,0m2.515s
Mathlib.Analysis.Calculus.Deriv.Prod,0m4.551s,0m4.498s
Mathlib.AlgebraicGeometry.Restrict,0m11.010s,0m9.956s
Mathlib.Analysis.Calculus.FDeriv.Bilinear,0m4.204s,0m4.083s
Mathlib.Analysis.Normed.Unbundled.IsPowMulFaithful,0m2.445s,0m2.304s
Mathlib.Analysis.Asymptotics.SpecificAsymptotics,0m2.433s,0m2.437s
Mathlib.NumberTheory.Ostrowski,0m4.847s,0m4.463s
Mathlib.Analysis.PSeries,0m4.285s,0m4.077s
Mathlib.Analysis.Normed.Unbundled.SmoothingSeminorm,0m4.610s,0m4.053s
Mathlib.Topology.MetricSpace.Holder,0m3.654s,0m3.023s
Mathlib.Analysis.Normed.Algebra.UnitizationL1,0m3.643s,0m3.423s
Mathlib.RepresentationTheory.Invariants,0m5.977s,0m4.701s
Mathlib.Analysis.Calculus.ContDiff.FTaylorSeries,0m15.100s,0m14.129s
Mathlib.Algebra.Lie.Weights.Basic,0m7.465s,0m7.239s
Mathlib.RepresentationTheory.Tannaka,0m4.363s,0m4.273s
Mathlib.MeasureTheory.Constructions.ProjectiveFamilyContent,0m2.117s,0m2.080s
Mathlib.RingTheory.WittVector.Verschiebung,0m2.329s,0m2.238s
Mathlib.RingTheory.WittVector.MulP,0m2.139s,0m2.096s
Mathlib.RingTheory.WittVector.Frobenius,0m3.298s,0m3.119s
Mathlib.Analysis.Analytic.RadiusLiminf,0m2.457s,0m2.303s
Mathlib.RingTheory.WittVector.InitTail,0m3.679s,0m3.392s
Mathlib.Topology.VectorBundle.Riemannian,0m17.938s,0m17.196s
Mathlib.Analysis.Normed.Lp.lpSpace,0m15.560s,0m16.079s
Mathlib.Analysis.Normed.Lp.PiLp,0m10.067s,0m10.043s
Mathlib.RingTheory.Ideal.Int,0m2.618s,0m2.615s
Mathlib.Analysis.Analytic.OfScalars,0m4.488s,0m4.342s
Mathlib.FieldTheory.Finite.GaloisField,0m3.354s,0m3.025s
Mathlib.AlgebraicGeometry.EllipticCurve.IsomOfJ,0m4.094s,0m3.959s
Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Restrict,0m7.644s,0m7.289s
Mathlib.MeasureTheory.VectorMeasure.Basic,0m4.957s,0m4.885s
Mathlib.FieldTheory.SeparableClosure,0m7.307s,0m6.535s
Mathlib.FieldTheory.AbsoluteGaloisGroup,0m2.124s,0m2.016s
Mathlib.FieldTheory.AbelRuffini,0m3.568s,0m3.358s
Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Unique,0m10.282s,0m10.008s
Mathlib.NumberTheory.Cyclotomic.CyclotomicCharacter,0m4.174s,0m3.920s
