rank,module,normal_time,skipkernel_time,time_diff,pct_diff
3795,Mathlib.Order.Filter.ENNReal,2.22,2.20,0.02,0.9
3796,Mathlib.Algebra.Homology.HasNoLoop,1.11,1.10,0.01,0.9
3797,Mathlib.RingTheory.IntegralClosure.Algebra.Basic,3.55,3.52,0.03,0.9
3798,Mathlib.AlgebraicGeometry.Sites.Small,3.67,3.63,0.03,0.9
3799,Mathlib.Tactic.FieldSimp.Attr,0.78,0.77,0.01,0.9
3800,Mathlib.Algebra.Group.Commute.Hom,1.11,1.10,0.01,0.9
3801,Mathlib.CategoryTheory.Sites.EpiMono,1.90,1.88,0.02,0.9
3802,Mathlib.Tactic.FunProp.Attr,1.00,1.00,0.01,0.9
3803,Mathlib.Control.Traversable.Lemmas,1.12,1.11,0.01,0.9
3804,Mathlib.Analysis.Asymptotics.Defs,6.50,6.44,0.06,0.9
3805,Mathlib.LinearAlgebra.AffineSpace.Slope,2.13,2.11,0.02,0.9
3806,Mathlib.Data.Finsupp.Multiset,1.91,1.89,0.02,0.9
3807,Mathlib.Probability.Process.Stopping,6.52,6.46,0.06,0.9
3808,Mathlib.RingTheory.Polynomial.IrreducibleRing,1.80,1.79,0.02,0.9
3809,Mathlib.Analysis.Calculus.LineDeriv.IntegrationByParts,4.29,4.25,0.04,0.9
3810,Mathlib.LinearAlgebra.SymmetricAlgebra.Basis,2.27,2.25,0.02,0.9
3811,Mathlib.SetTheory.ZFC.Rank,1.59,1.57,0.01,0.9
3812,Mathlib.Computability.Halting,1.81,1.80,0.02,0.9
3813,Mathlib.Topology.Sheaves.SheafCondition.Sites,1.93,1.91,0.02,0.9
3814,Mathlib.CategoryTheory.MorphismProperty.Local,1.59,1.57,0.01,0.9
3815,Mathlib.CategoryTheory.MorphismProperty.Descent,1.59,1.57,0.01,0.9
3816,Mathlib.Topology.Category.TopCat.Yoneda,1.82,1.81,0.02,0.9
3817,Mathlib.Probability.ProbabilityMassFunction.Constructions,2.62,2.60,0.02,0.9
3818,Mathlib.Algebra.Homology.Single,2.52,2.49,0.02,0.9
3819,Mathlib.Topology.UniformSpace.Separation,1.72,1.70,0.01,0.9
3820,Mathlib.Topology.Bornology.Constructions,1.49,1.48,0.01,0.9
3821,Mathlib.MeasureTheory.Function.Jacobian,5.05,5.00,0.04,0.9
3822,Mathlib.Combinatorics.SimpleGraph.Ends.Properties,1.49,1.48,0.01,0.9
3823,Mathlib.SetTheory.Cardinal.Continuum,1.50,1.48,0.01,0.9
3824,Mathlib.Algebra.Group.Irreducible.Lemmas,1.27,1.26,0.01,0.9
3825,Mathlib.Algebra.Polynomial.Eval.Degree,2.09,2.08,0.02,0.9
3826,Mathlib.Analysis.Convex.Birkhoff,4.08,4.04,0.04,0.9
3827,Mathlib.Topology.Exterior,1.28,1.27,0.01,0.9
3828,Mathlib.Data.QPF.Multivariate.Constructions.Const,1.28,1.27,0.01,0.9
3829,Mathlib.Order.Bounded,1.41,1.40,0.01,0.9
3830,Mathlib.Topology.Algebra.Nonarchimedean.Bases,2.36,2.34,0.02,0.9
3831,Mathlib.MeasureTheory.Function.Intersectivity,3.07,3.05,0.03,0.9
3832,Mathlib.Topology.Algebra.Nonarchimedean.Basic,1.90,1.88,0.02,0.9
3833,Mathlib.Algebra.Order.Monoid.Unbundled.Basic,3.44,3.41,0.03,0.9
3834,Mathlib.LinearAlgebra.FreeModule.Basic,1.90,1.88,0.02,0.9
3835,Mathlib.LinearAlgebra.Matrix.GeneralLinearGroup.Card,2.73,2.71,0.02,0.8
3836,Mathlib.RingTheory.Valuation.Integral,2.14,2.12,0.02,0.8
3837,Mathlib.Data.Rat.Cast.OfScientific,1.43,1.41,0.01,0.8
3838,Mathlib.Algebra.Group.End,2.62,2.59,0.02,0.8
3839,Mathlib.Analysis.CStarAlgebra.CStarMatrix,10.34,10.26,0.09,0.8
3840,Mathlib.Algebra.Order.Sub.WithTop,1.19,1.18,0.01,0.8
3841,Mathlib.Algebra.AddConstMap.Basic,3.46,3.43,0.03,0.8
3842,Mathlib.CategoryTheory.Limits.Shapes.ConcreteCategory,2.03,2.01,0.02,0.8
3843,Mathlib.Analysis.InnerProductSpace.Projection.Submodule,3.48,3.45,0.03,0.8
3844,Mathlib.Analysis.Calculus.Deriv.Inverse,2.52,2.50,0.02,0.8
3845,Mathlib.Analysis.Distribution.TemperateGrowth,5.53,5.48,0.05,0.8
3846,Mathlib.Tactic.Order.Graph.Tarjan,1.20,1.19,0.01,0.8
3847,Mathlib.Computability.TuringDegree,1.69,1.67,0.01,0.8
3848,Mathlib.LinearAlgebra.Dimension.Free,2.66,2.64,0.02,0.8
3849,Mathlib.NumberTheory.MulChar.Basic,2.92,2.90,0.02,0.8
3850,Mathlib.Data.Matrix.DMatrix,1.22,1.21,0.01,0.8
3851,Mathlib.Combinatorics.SimpleGraph.Girth,1.71,1.69,0.01,0.8
3852,Mathlib.LinearAlgebra.Span.Defs,3.54,3.52,0.03,0.8
3853,Mathlib.Topology.Algebra.Valued.WithVal,2.81,2.79,0.02,0.8
3854,Mathlib.AlgebraicGeometry.Morphisms.LocalIso,2.33,2.31,0.02,0.8
3855,Mathlib.RingTheory.SimpleRing.Matrix,1.60,1.58,0.01,0.8
3856,Mathlib.RingTheory.Localization.Submodule,2.21,2.19,0.02,0.8
3857,Mathlib.MeasureTheory.Measure.SeparableMeasure,4.68,4.64,0.04,0.8
3858,Mathlib.MeasureTheory.Constructions.BorelSpace.Metric,2.10,2.08,0.02,0.8
3859,Mathlib.FieldTheory.RatFunc.AsPolynomial,2.84,2.82,0.02,0.8
3860,Mathlib.CategoryTheory.Monoidal.Closed.Ideal,2.23,2.21,0.02,0.8
3861,Mathlib.Topology.MetricSpace.Bilipschitz,1.61,1.60,0.01,0.8
3862,Mathlib.Algebra.Order.Nonneg.Basic,1.99,1.97,0.02,0.8
3863,Mathlib.Algebra.Homology.Embedding.Extend,2.86,2.83,0.02,0.8
3864,Mathlib.LinearAlgebra.Multilinear.Curry,3.23,3.21,0.03,0.8
3865,Mathlib.Algebra.Homology.DerivedCategory.Ext.EnoughInjectives,2.24,2.22,0.02,0.8
3866,Mathlib.Topology.Algebra.IsUniformGroup.Order,1.62,1.61,0.01,0.8
3867,Mathlib.RingTheory.RootsOfUnity.Basic,2.62,2.60,0.02,0.8
3868,Mathlib.Analysis.Calculus.FDeriv.Add,12.14,12.05,0.10,0.8
3869,Mathlib.Algebra.Order.Ring.Synonym,1.13,1.12,0.01,0.8
3870,Mathlib.Data.Rat.Cast.Lemmas,1.51,1.50,0.01,0.8
3871,Mathlib.Analysis.InnerProductSpace.Dual,6.05,6.00,0.05,0.8
3872,Mathlib.RingTheory.FractionalIdeal.Operations,5.68,5.63,0.04,0.8
3873,Mathlib.CategoryTheory.Monoidal.CommComon_,1.39,1.38,0.01,0.8
3874,Mathlib.Data.Nat.Cast.NeZero,1.01,1.00,0.01,0.8
3875,Mathlib.Data.Finset.Piecewise,1.39,1.38,0.01,0.8
3876,Mathlib.MeasureTheory.Constructions.BorelSpace.Metrizable,2.03,2.01,0.02,0.8
3877,Mathlib.MeasureTheory.Measure.IntegralCharFun,3.58,3.56,0.03,0.8
3878,Mathlib.Algebra.Homology.Embedding.StupidTrunc,1.79,1.78,0.01,0.8
3879,Mathlib.RingTheory.Localization.LocalizationLocalization,2.83,2.81,0.02,0.8
3880,Mathlib.RepresentationTheory.Submodule,3.34,3.32,0.03,0.8
3881,Mathlib.Algebra.SkewPolynomial.Basic,1.80,1.79,0.01,0.8
3882,Mathlib.GroupTheory.SpecificGroups.Quaternion,2.32,2.30,0.02,0.8
3883,Mathlib.Combinatorics.SimpleGraph.Path,1.29,1.28,0.01,0.8
3884,Mathlib.CategoryTheory.Closed.Cartesian,1.42,1.41,0.01,0.8
3885,Mathlib.Analysis.Convex.StdSimplex,3.49,3.46,0.03,0.8
3886,Mathlib.RingTheory.Localization.Ideal,2.72,2.70,0.02,0.8
3887,Mathlib.RingTheory.DedekindDomain.FiniteAdeleRing,2.85,2.83,0.02,0.8
3888,Mathlib.Logic.OpClass,0.78,0.77,0.01,0.8
3889,Mathlib.Topology.Category.TopCat.Basic,1.81,1.80,0.01,0.8
3890,Mathlib.CategoryTheory.Limits.Preserves.Opposites,1.82,1.80,0.01,0.8
3891,Mathlib.Topology.DenseEmbedding,1.82,1.80,0.01,0.8
3892,Mathlib.Algebra.Homology.HomotopyCategory.Pretriangulated,12.99,12.89,0.10,0.8
3893,Mathlib.Data.Bool.Count,1.69,1.68,0.01,0.8
3894,Mathlib.MeasureTheory.Measure.OpenPos,2.21,2.19,0.02,0.8
3895,Mathlib.AlgebraicTopology.SimplicialSet.CompStructTruncated,2.60,2.58,0.02,0.8
3896,Mathlib.Data.Fintype.Shrink,1.30,1.29,0.01,0.8
3897,Mathlib.Order.Filter.AtTopBot.Group,1.71,1.69,0.01,0.8
3898,Mathlib.Topology.MetricSpace.Isometry,3.02,3.00,0.02,0.8
3899,Mathlib.Algebra.Field.Power,1.18,1.17,0.01,0.8
3900,Mathlib.Data.List.Rotate,1.71,1.70,0.01,0.8
3901,Mathlib.LinearAlgebra.Finsupp.SumProd,1.58,1.57,0.01,0.8
3902,Mathlib.Analysis.Asymptotics.SuperpolynomialDecay,2.50,2.49,0.02,0.8
3903,Mathlib.Algebra.Order.Field.Subfield,1.19,1.18,0.01,0.8
3904,Mathlib.Analysis.SpecialFunctions.MulExpNegMulSqIntegral,4.24,4.21,0.03,0.8
3905,Mathlib.RingTheory.FiniteStability,3.98,3.95,0.03,0.8
3906,Mathlib.Data.Set.BoolIndicator,1.20,1.19,0.01,0.8
3907,Mathlib.Analysis.CStarAlgebra.ApproximateUnit,17.53,17.40,0.13,0.8
3908,Mathlib.Algebra.Lie.CartanExists,5.98,5.93,0.04,0.8
3909,Mathlib.GroupTheory.Torsion,2.93,2.90,0.02,0.8
3910,Mathlib.LinearAlgebra.Matrix.Determinant.TotallyUnimodular,2.00,1.98,0.01,0.8
3911,Mathlib.Tactic.Explode.Pretty,0.80,0.79,0.01,0.8
3912,Mathlib.CategoryTheory.Localization.FiniteProducts,1.61,1.59,0.01,0.8
3913,Mathlib.Topology.Instances.Irrational,2.01,2.00,0.01,0.8
3914,Mathlib.Algebra.Group.Submonoid.Defs,2.02,2.00,0.02,0.8
3915,Mathlib.GroupTheory.Perm.Support,2.02,2.00,0.02,0.7
3916,Mathlib.Analysis.SpecialFunctions.Log.Summable,2.84,2.81,0.02,0.7
3917,Mathlib.CategoryTheory.Sites.Coherent.Comparison,2.03,2.01,0.01,0.7
3918,Mathlib.RingTheory.MvPowerSeries.Trunc,2.03,2.01,0.02,0.7
3919,Mathlib.AlgebraicTopology.SimplexCategory.Augmented.Monoidal,12.44,12.35,0.09,0.7
3920,Mathlib.Control.Monad.Writer,1.22,1.21,0.01,0.7
3921,Mathlib.Algebra.Order.AbsoluteValue.Basic,2.31,2.29,0.02,0.7
3922,Mathlib.CategoryTheory.Bicategory.Functor.StrictlyUnitary,4.08,4.05,0.03,0.7
3923,Mathlib.Analysis.LocallyConvex.AbsConvex,2.72,2.70,0.02,0.7
3924,Mathlib.CategoryTheory.Idempotents.SimplicialObject,1.50,1.49,0.01,0.7
3925,Mathlib.Logic.Equiv.Bool,1.09,1.08,0.01,0.7
3926,Mathlib.Topology.UniformSpace.Closeds,3.69,3.67,0.03,0.7
3927,Mathlib.Algebra.MvPolynomial.PDeriv,2.19,2.18,0.02,0.7
3928,Mathlib.Algebra.Group.Action.Basic,1.51,1.50,0.01,0.7
3929,Mathlib.Algebra.FreeAlgebra.Cardinality,1.80,1.78,0.01,0.7
3930,Mathlib.LinearAlgebra.UnitaryGroup,3.32,3.29,0.02,0.7
3931,Mathlib.Analysis.Convex.Integral,3.46,3.44,0.02,0.7
3932,Mathlib.MeasureTheory.Integral.FinMeasAdditive,4.58,4.55,0.03,0.7
3933,Mathlib.Topology.EMetricSpace.Lipschitz,2.51,2.49,0.02,0.7
3934,Mathlib.CategoryTheory.Limits.Constructions.Over.Basic,1.39,1.38,0.01,0.7
3935,Mathlib.Algebra.Lie.Classical,4.60,4.57,0.03,0.7
3936,Mathlib.Topology.Order.IsLocallyClosed,1.40,1.39,0.01,0.7
3937,Mathlib.Algebra.Algebra.StrictPositivity,2.11,2.10,0.01,0.7
3938,Mathlib.CategoryTheory.Linear.FunctorCategory,1.69,1.68,0.01,0.7
3939,Mathlib.Algebra.Order.Star.Prod,1.42,1.41,0.01,0.7
3940,Mathlib.Algebra.Ring.Defs,1.70,1.69,0.01,0.7
3941,Mathlib.Topology.Compactness.Exterior,1.28,1.27,0.01,0.7
3942,Mathlib.Geometry.Euclidean.Angle.Oriented.Basic,8.11,8.05,0.06,0.7
3943,Mathlib.Data.Set.Piecewise,1.28,1.27,0.01,0.7
3944,Mathlib.MeasureTheory.Constructions.BorelSpace.Order,3.85,3.83,0.03,0.7
3945,Mathlib.Topology.Germ,1.72,1.71,0.01,0.7
3946,Mathlib.Tactic.GCongr,1.00,1.00,0.01,0.7
3947,Mathlib.CategoryTheory.Limits.Types.Filtered,1.59,1.58,0.01,0.7
3948,Mathlib.Data.Complex.Order,1.60,1.59,0.01,0.7
3949,Mathlib.Topology.Defs.Ultrafilter,1.31,1.30,0.01,0.7
3950,Mathlib.Algebra.CubicDiscriminant,3.07,3.05,0.02,0.7
3951,Mathlib.Topology.Category.Sequential,1.61,1.60,0.01,0.7
3952,Mathlib.CategoryTheory.Sites.Pretopology,1.92,1.91,0.01,0.7
3953,Mathlib.Algebra.Group.Subgroup.ZPowers.Basic,1.63,1.62,0.01,0.7
3954,Mathlib.NumberTheory.ModularForms.EisensteinSeries.Summable,3.26,3.24,0.02,0.7
3955,Mathlib.Algebra.Order.Ring.Defs,1.50,1.49,0.01,0.7
3956,Mathlib.CategoryTheory.MorphismProperty.LiftingProperty,1.50,1.49,0.01,0.7
3957,Mathlib.RingTheory.MvPolynomial,1.80,1.79,0.01,0.7
3958,Mathlib.Topology.Metrizable.Real,1.50,1.49,0.01,0.7
3959,Mathlib.Algebra.Group.Submonoid.Units,2.40,2.38,0.02,0.7
3960,Mathlib.GroupTheory.OreLocalization.Cardinality,1.80,1.79,0.01,0.7
3961,Mathlib.CategoryTheory.Sites.JointlySurjective,1.51,1.50,0.01,0.7
3962,Mathlib.Algebra.Group.Action.TypeTags,1.21,1.20,0.01,0.7
3963,Mathlib.Data.Finset.Finsupp,1.52,1.51,0.01,0.7
3964,Mathlib.MeasureTheory.Integral.Bochner.Basic,7.74,7.69,0.05,0.7
3965,Mathlib.Probability.Moments.Variance,3.65,3.63,0.02,0.7
3966,Mathlib.Analysis.InnerProductSpace.Harmonic.Constructions,3.05,3.03,0.02,0.7
3967,Mathlib.MeasureTheory.Function.ConditionalExpectation.CondexpL2,5.96,5.92,0.04,0.7
3968,Mathlib.CategoryTheory.Limits.Preserves.Basic,2.45,2.44,0.02,0.7
3969,Mathlib.Algebra.Order.Ring.Pow,1.69,1.68,0.01,0.7
3970,Mathlib.Analysis.Convex.Cone.Closure,1.69,1.68,0.01,0.7
3971,Mathlib.Algebra.Order.Ring.Cone,1.39,1.38,0.01,0.7
3972,Mathlib.Analysis.Normed.Module.RCLike.Extend,2.31,2.30,0.02,0.7
3973,Mathlib.Algebra.Module.Submodule.Range,2.93,2.91,0.02,0.7
3974,Mathlib.Algebra.Order.Ring.Opposite,1.08,1.07,0.01,0.7
3975,Mathlib.Analysis.Normed.Ring.Finite,1.71,1.69,0.01,0.6
3976,Mathlib.NumberTheory.NumberField.InfinitePlace.Completion,3.26,3.23,0.02,0.6
3977,Mathlib.CategoryTheory.Quotient.Preadditive,1.71,1.70,0.01,0.6
3978,Mathlib.Order.GameAdd,1.40,1.39,0.01,0.6
3979,Mathlib.AlgebraicGeometry.Morphisms.QuasiCompact,4.05,4.03,0.03,0.6
3980,Mathlib.Probability.Martingale.OptionalStopping,3.27,3.25,0.02,0.6
3981,Mathlib.CategoryTheory.Preadditive.Transfer,1.41,1.40,0.01,0.6
3982,Mathlib.Algebra.Category.Grp.ChosenFiniteProducts,1.41,1.40,0.01,0.6
3983,Mathlib.NumberTheory.NumberField.Units.Basic,5.62,5.58,0.04,0.6
3984,Mathlib.GroupTheory.MonoidLocalization.DivPairs,1.41,1.40,0.01,0.6
3985,Mathlib.Logic.Unique,1.10,1.09,0.01,0.6
3986,Mathlib.RingTheory.Int.Basic,1.73,1.71,0.01,0.6
3987,Mathlib.Algebra.Algebra.Subalgebra.Operations,2.04,2.03,0.01,0.6
3988,Mathlib.MeasureTheory.PiSystem,2.20,2.18,0.01,0.6
3989,Mathlib.Algebra.GCDMonoid.Multiset,1.73,1.72,0.01,0.6
3990,Mathlib.RingTheory.Bialgebra.Hom,3.77,3.75,0.02,0.6
3991,Mathlib.NumberTheory.Bertrand,2.83,2.81,0.02,0.6
3992,Mathlib.RingTheory.Flat.Localization,2.68,2.66,0.02,0.6
3993,Mathlib.MeasureTheory.Group.AddCircle,3.00,2.98,0.02,0.6
3994,Mathlib.Algebra.Group.Commute.Basic,1.42,1.41,0.01,0.6
3995,Mathlib.CategoryTheory.SmallObject.Iteration.Nonempty,2.37,2.36,0.02,0.6
3996,Mathlib.Order.BoundedOrder.Basic,1.74,1.73,0.01,0.6
3997,Mathlib.Order.Defs.LinearOrder,1.90,1.89,0.01,0.6
3998,Mathlib.NumberTheory.NumberField.EquivReindex,3.02,3.00,0.02,0.6
3999,Mathlib.Data.Ineq,0.80,0.79,0.01,0.6
4000,Mathlib.Algebra.Group.Equiv.Basic,1.92,1.91,0.01,0.6
4001,Mathlib.Topology.MetricSpace.ProperSpace,1.61,1.60,0.01,0.6
4002,Mathlib.Topology.ContinuousMap.Compact,4.50,4.47,0.03,0.6
4003,Mathlib.CategoryTheory.Pi.Basic,3.86,3.84,0.02,0.6
4004,Mathlib.NumberTheory.Primorial,1.61,1.60,0.01,0.6
4005,Mathlib.CategoryTheory.Generator.Basic,2.42,2.41,0.02,0.6
4006,Mathlib.Geometry.Manifold.IntegralCurve.Basic,3.24,3.22,0.02,0.6
4007,Mathlib.LinearAlgebra.Finsupp.Defs,3.24,3.22,0.02,0.6
4008,Mathlib.CategoryTheory.Monoidal.OfChosenFiniteProducts.Symmetric,1.30,1.29,0.01,0.6
4009,Mathlib.CategoryTheory.LiftingProperties.Limits,1.79,1.78,0.01,0.6
4010,Mathlib.CategoryTheory.Subobject.Limits,2.93,2.91,0.02,0.6
4011,Mathlib.CategoryTheory.Functor.Derived.Adjunction,2.12,2.11,0.01,0.6
4012,Mathlib.LinearAlgebra.FiniteDimensional.Lemmas,2.94,2.92,0.02,0.6
4013,Mathlib.GroupTheory.GroupAction.SubMulAction.Pointwise,1.96,1.95,0.01,0.6
4014,Mathlib.CategoryTheory.Generator.Sheaf,1.48,1.47,0.01,0.6
4015,Mathlib.Algebra.EuclideanDomain.Basic,1.81,1.80,0.01,0.6
4016,Mathlib.AlgebraicTopology.SimplicialSet.Monoidal,1.81,1.80,0.01,0.6
4017,Mathlib.CategoryTheory.Limits.FinallySmall,1.48,1.48,0.01,0.6
4018,Mathlib.CategoryTheory.Center.Localization,1.49,1.48,0.01,0.6
4019,Mathlib.RingTheory.Polynomial.Selmer,2.64,2.62,0.02,0.6
4020,Mathlib.Combinatorics.Optimization.ValuedCSP,1.82,1.81,0.01,0.6
4021,Mathlib.Analysis.Analytic.Binomial,3.98,3.96,0.02,0.6
4022,Mathlib.Combinatorics.SimpleGraph.Clique,4.48,4.46,0.03,0.6
4023,Mathlib.Control.Monad.Basic,1.00,0.99,0.01,0.6
4024,Mathlib.Control.Lawful,1.00,0.99,0.01,0.6
4025,Mathlib.RingTheory.DividedPowers.Basic,2.83,2.82,0.02,0.6
4026,Mathlib.Order.CompactlyGenerated.Basic,2.51,2.49,0.02,0.6
4027,Mathlib.RingTheory.AlgebraicIndependent.Defs,2.01,2.00,0.01,0.6
4028,Mathlib.Algebra.GroupWithZero.Conj,1.18,1.17,0.01,0.6
4029,Mathlib.RingTheory.Henselian,2.53,2.52,0.02,0.6
4030,Mathlib.Order.Filter.AtTopBot.Finset,1.52,1.52,0.01,0.6
4031,Mathlib.CategoryTheory.Closed.FunctorCategory.Groupoid,1.19,1.19,0.01,0.6
4032,Mathlib.CategoryTheory.EffectiveEpi.RegularEpi,1.19,1.19,0.01,0.6
4033,Mathlib.Topology.Compactness.CompactlyCoherentSpace,1.36,1.36,0.01,0.6
4034,Mathlib.Algebra.Field.Basic,2.22,2.21,0.01,0.6
4035,Mathlib.MeasureTheory.Measure.AddContent,2.39,2.38,0.01,0.6
4036,Mathlib.RingTheory.DividedPowers.DPMorphism,2.22,2.21,0.01,0.6
4037,Mathlib.RingTheory.AdicCompletion.AsTensorProduct,7.43,7.38,0.04,0.6
4038,Mathlib.Algebra.CharP.Invertible,1.39,1.38,0.01,0.6
4039,Mathlib.MeasureTheory.Group.IntegralConvolution,2.43,2.42,0.01,0.6
4040,Mathlib.CategoryTheory.Preadditive.Projective.Preserves,1.40,1.39,0.01,0.6
4041,Mathlib.Topology.Algebra.GroupWithZero,2.10,2.09,0.01,0.6
4042,Mathlib.RingTheory.Ideal.Cotangent,6.15,6.12,0.04,0.6
4043,Mathlib.Analysis.Complex.Tietze,3.71,3.69,0.02,0.6
4044,Mathlib.ModelTheory.Ultraproducts,1.60,1.59,0.01,0.6
4045,Mathlib.RingTheory.MatrixPolynomialAlgebra,2.31,2.30,0.01,0.6
4046,Mathlib.Tactic.Translate.Core,4.44,4.42,0.02,0.6
4047,Mathlib.LinearAlgebra.Dual.Basis,2.31,2.30,0.01,0.6
4048,Mathlib.Probability.Kernel.Proper,3.38,3.36,0.02,0.6
4049,Mathlib.LinearAlgebra.Alternating.Curry,1.79,1.78,0.01,0.6
4050,Mathlib.Data.QPF.Multivariate.Constructions.Cofix,2.33,2.31,0.01,0.6
4051,Mathlib.Combinatorics.SetFamily.FourFunctions,3.76,3.74,0.02,0.6
4052,Mathlib.Topology.Sheaves.SheafCondition.OpensLeCover,2.51,2.50,0.01,0.6
4053,Mathlib.NumberTheory.MaricaSchoenheim,1.61,1.60,0.01,0.6
4054,Mathlib.RingTheory.Flat.Domain,5.92,5.88,0.03,0.6
4055,Mathlib.Combinatorics.SimpleGraph.Walks.Maps,1.79,1.78,0.01,0.6
4056,Mathlib.CategoryTheory.Limits.Indization.IndObject,1.80,1.79,0.01,0.6
4057,Mathlib.Algebra.Order.GroupWithZero.Submonoid,1.08,1.07,0.01,0.6
4058,Mathlib.RingTheory.Valuation.Discrete.Basic,4.14,4.12,0.02,0.6
4059,Mathlib.Dynamics.PeriodicPts.Lemmas,1.63,1.62,0.01,0.6
4060,Mathlib.Topology.MetricSpace.HausdorffDistance,2.71,2.70,0.02,0.6
4061,Mathlib.Analysis.Calculus.Rademacher,5.08,5.05,0.03,0.6
4062,Mathlib.Data.Set.Function,2.72,2.71,0.02,0.6
4063,Mathlib.Order.Set,1.09,1.08,0.01,0.6
4064,Mathlib.RingTheory.DualNumber,2.91,2.89,0.02,0.6
4065,Mathlib.Analysis.Normed.Algebra.Basic,2.73,2.72,0.02,0.6
4066,Mathlib.Order.Height,2.01,2.00,0.01,0.6
4067,Mathlib.MeasureTheory.Integral.Bochner.L1,7.85,7.80,0.04,0.6
4068,Mathlib.Data.Sum.Interval,3.85,3.83,0.02,0.5
4069,Mathlib.Tactic.Linarith.Preprocessing,2.21,2.19,0.01,0.5
4070,Mathlib.Algebra.Order.ZeroLEOne,1.11,1.10,0.01,0.5
4071,Mathlib.Dynamics.FixedPoints.Basic,1.29,1.29,0.01,0.5
4072,Mathlib.Algebra.GroupWithZero.Submonoid.Instances,1.48,1.47,0.01,0.5
4073,Mathlib.RingTheory.MvPolynomial.MonomialOrder,4.26,4.24,0.02,0.5
4074,Mathlib.Topology.UniformSpace.Ultra.Basic,1.48,1.47,0.01,0.5
4075,Mathlib.Topology.ExtendFrom,1.49,1.48,0.01,0.5
4076,Mathlib.RingTheory.MvPolynomial.Localization,2.44,2.42,0.01,0.5
4077,Mathlib.Algebra.Group.Even,1.70,1.69,0.01,0.5
4078,Mathlib.Topology.Connected.PathComponentOne,1.71,1.70,0.01,0.5
4079,Mathlib.Algebra.Category.ModuleCat.EnoughInjectives,1.90,1.89,0.01,0.5
4080,Mathlib.Order.Interval.Set.IsoIoo,1.71,1.71,0.01,0.5
4081,Mathlib.CategoryTheory.Sites.EffectiveEpimorphic,2.86,2.85,0.02,0.5
4082,Mathlib.Algebra.MonoidAlgebra.Module,2.10,2.09,0.01,0.5
4083,Mathlib.AlgebraicGeometry.Morphisms.Smooth,2.87,2.85,0.02,0.5
4084,Mathlib.Data.ENNReal.Real,2.11,2.10,0.01,0.5
4085,Mathlib.Algebra.Category.MonCat.Adjunctions,2.11,2.10,0.01,0.5
4086,Mathlib.Data.List.TFAE,0.77,0.77,0.00,0.5
4087,Mathlib.NumberTheory.Cyclotomic.Embeddings,2.33,2.32,0.01,0.5
4088,Mathlib.RingTheory.Jacobson.Ideal,2.53,2.52,0.01,0.5
4089,Mathlib.MeasureTheory.Measure.QuasiMeasurePreserving,2.33,2.32,0.01,0.5
4090,Mathlib.Algebra.Order.Ring.InjSurj,1.17,1.16,0.01,0.5
4091,Mathlib.CategoryTheory.Monoidal.Closed.Basic,2.54,2.52,0.01,0.5
4092,Mathlib.MeasureTheory.Function.ConditionalExpectation.AEMeasurable,5.10,5.07,0.03,0.5
4093,Mathlib.Order.Interval.Finset.SuccPred,2.16,2.15,0.01,0.5
4094,Mathlib.Algebra.Category.Grp.Zero,1.38,1.38,0.01,0.5
4095,Mathlib.Data.Setoid.Basic,1.58,1.57,0.01,0.5
4096,Mathlib.CategoryTheory.Idempotents.Basic,1.58,1.58,0.01,0.5
4097,Mathlib.CategoryTheory.Monoidal.Rigid.OfEquivalence,1.39,1.38,0.01,0.5
4098,Mathlib.Order.TypeTags,0.99,0.99,0.01,0.5
4099,Mathlib.Data.Fin.FlagRange,1.20,1.20,0.01,0.5
4100,Mathlib.Data.List.GetD,1.20,1.20,0.01,0.5
4101,Mathlib.CategoryTheory.Products.Associator,1.80,1.80,0.01,0.5
4102,Mathlib.Analysis.Convex.Quasiconvex,2.62,2.60,0.01,0.5
4103,Mathlib.Data.Int.Associated,1.21,1.20,0.01,0.5
4104,Mathlib.Tactic.ToDual,1.01,1.00,0.00,0.5
4105,Mathlib.Algebra.Group.Nat.Defs,1.01,1.00,0.01,0.5
4106,Mathlib.CategoryTheory.Abelian.CommSq,1.62,1.61,0.01,0.5
4107,Mathlib.Data.Ordering.Lemmas,1.01,1.01,0.00,0.5
4108,Mathlib.RingTheory.Valuation.ExtendToLocalization,2.03,2.02,0.01,0.5
4109,Mathlib.RingTheory.AdicCompletion.Basic,9.45,9.40,0.05,0.5
4110,Mathlib.Analysis.Fourier.FourierTransform,7.01,6.97,0.03,0.5
4111,Mathlib.GroupTheory.GroupAction.Hom,6.39,6.36,0.03,0.5
4112,Mathlib.Probability.Kernel.Basic,2.69,2.67,0.01,0.5
4113,Mathlib.FieldTheory.SeparableDegree,9.98,9.93,0.05,0.5
4114,Mathlib.MeasureTheory.Integral.IntervalIntegral.IntegrationByParts,4.37,4.35,0.02,0.5
4115,Mathlib.Algebra.Polynomial.SumIteratedDerivative,2.30,2.29,0.01,0.5
4116,Mathlib.RingTheory.Polynomial.Hermite.Gaussian,2.31,2.29,0.01,0.5
4117,Mathlib.MeasureTheory.Measure.Haar.MulEquivHaarChar,2.94,2.92,0.01,0.5
4118,Mathlib.Probability.Kernel.CondDistrib,3.36,3.34,0.02,0.5
4119,Mathlib.Data.DFinsupp.Lex,2.32,2.31,0.01,0.5
